lat,lon,chl,silicate_WOA_clim,sst,NO3,Si,O2,sss,picoeuk_abundance,picoeuk_abundance_prediction
-2.0982422442125372,-3.5977909402500314,-0.7071224871967569,-1.669366849401277,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.6783124524784601
-2.0968112863768864,-3.56564532587374,-0.7071224871967569,-1.669366849401277,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.6783124524784601
-2.0951601811819054,-3.5304382244143437,-0.7071224871967569,-1.669366849401277,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.6783124524784601
-2.093729223346255,-3.4967618664967173,-0.7071224871967569,-1.669366849401277,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.6783124524784601
-2.092279919897327,-3.458493277953782,-0.7071224871967569,-1.669366849401277,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.6783124524784601
-2.090812270835122,-3.4217554329521813,-0.7071224871967569,-1.669366849401277,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.6783124524784601
-2.089344621772917,-3.388079075034555,-0.7071224871967569,-1.669366849401277,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.6783124524784601
-2.0878769727107107,-3.3544027171164936,-0.7071224871967569,-1.669366849401277,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.6783124524784601
-2.086390978035228,-3.320726359198867,-0.7071224871967569,-1.669366849401277,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.6783124524784601
-2.084904983359745,-3.2916422319061143,-0.7071224871967569,-1.669366849401277,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.6783124524784601
-2.0834189886842616,-3.265619591696901,-0.7071224871967569,-1.669366849401277,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.6783124524784601
-2.0819513396220573,-3.2395969514876874,-0.7071224871967569,-1.669366849401277,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.6783124524784601
-2.080483690559851,-3.2089820806527305,-0.7071224871967569,-1.669366849401277,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.6783124524784601
-2.079016041497646,-3.1783672098190783,-0.7071224871967569,-1.669366849401277,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.6783124524784601
-2.0775300468221625,-3.147752338984556,-0.7071224871967569,-1.669366849401277,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.6783124524784601
-2.0760807433732347,-3.118668211691803,-0.7071224871967569,-1.669366849401277,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.6783124524784601
-2.074631439924307,-3.089584084399486,-0.7071224871967569,-1.634761942033979,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.7648842993213467
-2.0731454452488243,-3.062030700648503,-0.7071224871967569,-1.634761942033979,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.7648842993213467
-2.071824561092839,-3.0360080604392894,-0.7071224871967569,-1.634761942033979,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.7648842993213467
-2.071824561092839,-3.0360080604392894,-0.7071224871967569,-1.634761942033979,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.7648842993213467
-2.071824561092839,-3.0360080604392894,-0.7071224871967569,-1.634761942033979,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.7648842993213467
-2.071824561092839,-3.0360080604392894,-0.7071224871967569,-1.634761942033979,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.7648842993213467
-2.071824561092839,-3.0360080604392894,-0.7071224871967569,-1.634761942033979,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.7648842993213467
-2.071824561092839,-3.0360080604392894,-0.7071224871967569,-1.634761942033979,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.7648842993213467
-2.071824561092839,-3.0360080604392894,-0.7071224871967569,-1.634761942033979,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.7648842993213467
-2.0613492159113482,-2.817111733973195,-0.7071224871967569,-1.634761942033979,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.7648842993213467
-2.0596430738765346,-2.7834353760555683,-0.7071224871967569,-1.634761942033979,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.7648842993213467
-2.058120387974496,-2.752820505221046,-0.7071224871967569,-1.634761942033979,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.7648842993213467
-2.0566160476857354,-2.723736377928729,-0.7071224871967569,-1.634761942033979,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.7648842993213467
-2.055093361783697,-2.691590763552437,-0.7071224871967569,-1.634761942033979,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.7648842993213467
-2.0535890214949366,-2.6579144056348105,-0.7071224871967569,-1.634761942033979,1.4890253401098281,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.5230529789537658,0.0,0.7648842993213467
-2.0520846812061766,-2.6257687912585186,-0.7117044486087998,-1.634761942033979,1.4515168597818846,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.7617118306355021,0.0,1.3736341573907218
-2.050580340917416,-2.5905616897991224,-0.7117044486087998,-1.634761942033979,1.4515168597818846,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.7617118306355021,0.0,1.3736341573907218
-2.0490393094021,-2.556885331881061,-0.7117044486087998,-1.634761942033979,1.4515168597818846,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.7617118306355021,0.0,1.3736341573907218
-2.047534969113339,-2.5232089739634347,-0.7117044486087998,-1.634761942033979,1.4515168597818846,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.7617118306355021,0.0,1.3736341573907218
-2.0460306288245786,-2.4910633595871428,-0.7117044486087998,-1.634761942033979,1.4515168597818846,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.7617118306355021,0.0,1.3736341573907218
-2.0445079429225403,-2.4573870016695163,-0.7117044486087998,-1.634761942033979,1.4515168597818846,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.7617118306355021,0.0,1.3736341573907218
-2.042966911407225,-2.423710643751455,-0.7117044486087998,-1.634761942033979,1.4515168597818846,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.7617118306355021,0.0,1.3736341573907218
-2.041425879891909,-2.388503542292059,-0.7117044486087998,-1.634761942033979,1.4515168597818846,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.7617118306355021,0.0,1.3736341573907218
-2.039903193989871,-2.353296440832663,-0.7117044486087998,-1.634761942033979,1.4515168597818846,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.7617118306355021,0.0,1.3736341573907218
-2.038435544927666,-2.3196200829146014,-0.7117044486087998,-1.634761942033979,1.4515168597818846,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.7617118306355021,0.0,1.3736341573907218
-2.038435544927666,-2.3196200829146014,-0.7117044486087998,-1.634761942033979,1.4515168597818846,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.7617118306355021,0.0,1.3736341573907218
-2.038435544927666,-2.3196200829146014,-0.7117044486087998,-1.634761942033979,1.4515168597818846,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.7617118306355021,0.0,1.3736341573907218
-2.038435544927666,-2.3196200829146014,-0.7117044486087998,-1.634761942033979,1.4515168597818846,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.7617118306355021,0.0,1.3736341573907218
-2.038435544927666,-2.3196200829146014,-0.7117044486087998,-1.634761942033979,1.4515168597818846,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.7617118306355021,0.0,1.3736341573907218
-2.038435544927666,-2.3196200829146014,-0.7117044486087998,-1.634761942033979,1.4515168597818846,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.7617118306355021,0.0,1.3736341573907218
-2.038435544927666,-2.3196200829146014,-0.7117044486087998,-1.634761942033979,1.4515168597818846,-1.0626292912878414,-1.4604013775809541,-1.4093966827600144,0.7617118306355021,0.0,1.3736341573907218
-2.027629978707178,-2.1083774741577903,-0.7374600091074004,-1.634761942033979,1.4380609026917632,-1.0626292826264319,-1.4582084521841796,-1.4056946182687644,0.819568758575452,0.0,1.49570377911801
-2.026052255965307,-2.0792933468650374,-0.7374600091074004,-1.634761942033979,1.4380609026917632,-1.0626292826264319,-1.4582084521841796,-1.4056946182687644,0.819568758575452,0.0,1.49570377911801
-2.024272731477383,-2.045616988947846,-0.7374600091074004,-1.634761942033979,1.4380609026917632,-1.0626292826264319,-1.4582084521841796,-1.4056946182687644,0.819568758575452,0.0,1.49570377911801
-2.0227316999620677,-2.018063605195993,-0.7374600091074004,-1.634761942033979,1.4380609026917632,-1.0626292826264319,-1.4582084521841796,-1.4056946182687644,0.819568758575452,0.0,1.49570377911801
-2.021172322833474,-1.9889794779036756,-0.7374600091074004,-1.634761942033979,1.4380609026917632,-1.0626292826264319,-1.4582084521841796,-1.4056946182687644,0.819568758575452,0.0,1.49570377911801
-2.019594600091603,-1.955303119985614,-0.7374600091074004,-1.634761942033979,1.4380609026917632,-1.0626292826264319,-1.4582084521841796,-1.4056946182687644,0.819568758575452,0.0,1.49570377911801
-2.01803522296301,-1.920096018526218,-0.7374600091074004,-1.634761942033979,1.4380609026917632,-1.0626292826264319,-1.4582084521841796,-1.4056946182687644,0.819568758575452,0.0,1.49570377911801
-2.016457500221139,-1.8833581735250524,-0.7374600091074004,-1.634761942033979,1.4380609026917632,-1.0626292826264319,-1.4582084521841796,-1.4056946182687644,0.819568758575452,0.0,1.49570377911801
-2.014898123092546,-1.8466203285230165,-0.7374600091074004,-1.634761942033979,1.4380609026917632,-1.0626292826264319,-1.4582084521841796,-1.4056946182687644,0.819568758575452,0.0,1.49570377911801
-2.013338745963953,-1.8114132270640555,-0.7374600091074004,-1.634761942033979,1.4380609026917632,-1.0626292826264319,-1.4582084521841796,-1.4056946182687644,0.819568758575452,0.0,1.49570377911801
