lat,lon,chl,sst,NO3,Si,O2,density_WOA_clim,PO4,adt,Fe,sss,synecho_abundance,synecho_abundance_prediction
-1.8555485895233768,-5.886232025449297,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-2.1312506694937308,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,1.9220458851961264,-47.585181193485155
-1.8540587485239435,-5.886232025449297,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-2.1312506694937308,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,1.9430359581244263,-47.585181193485155
-1.8525901909673599,-5.884142468240009,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-2.1312506694937308,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,1.96806703858304,-47.585181193485155
-1.8511216334107756,-5.886232025449297,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-2.1312506694937308,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,1.9928349496906963,-47.585181193485155
-1.849674359297041,-5.888321582658584,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-2.1312506694937308,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.020930348125656,-47.585181193485155
-1.8482058017404568,-5.890411139867871,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-2.1312506694937308,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.0640559938441787,-47.585181193485155
-1.8467159607410228,-5.892500697077159,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-2.1312506694937308,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.1191952124924045,-47.585181193485155
-1.8452474031844401,-5.8966798114957335,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-2.1312506694937308,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.1667325109774898,-47.585181193485155
-1.8437575621850075,-5.898769368704427,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-2.1312506694937308,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.2144437853367007,-47.585181193485155
-1.8422890046284233,-5.900858925913714,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-2.1312506694937308,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.266784128185704,-47.585181193485155
-1.840735313300443,-5.9029484831230015,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-2.1312506694937308,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.310521049423727,-47.585181193485155
-1.8392454723010105,-5.907127597541576,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-2.1312506694937308,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.3587596137682665,-47.585181193485155
-1.8377769147444263,-5.909217154750864,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-2.1312506694937308,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.4052948238466887,-47.585181193485155
-1.8362870737449937,-5.911306711960151,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-2.1312506694937308,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.4435649562739488,-47.585181193485155
-1.8348185161884094,-5.915485826378726,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-2.1312506694937308,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.4945265901051363,-47.585181193485155
-1.8333712420746748,-5.917575383587419,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-2.1312506694937308,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.5602325078697383,-47.585181193485155
-1.8318814010752418,-5.921754498005994,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-2.1312506694937308,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.58022077502024,-47.585181193485155
-1.8304341269615072,-5.923844055215281,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-2.1312506694937308,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.590845253588354,-47.585181193485155
-1.828965569404923,-5.915485826378726,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.6135655164526077,-48.340065076335364
-1.8275182952911884,-5.894590254286446,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.614297104834844,-48.340065076335364
-1.8260923046203021,-5.875784239403454,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.603212289978293,-48.340065076335364
-1.8246450305065676,-5.8569782245204625,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.5853378239266727,-48.340065076335364
-1.8232403232785301,-5.840261766846758,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.5667734455333067,-48.340065076335364
-1.8217930491647958,-5.819366194754478,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.5315002397475426,-48.340065076335364
-1.8203670584939102,-5.798470622662198,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.511129365669567,-48.340065076335364
-1.818919784380175,-5.775485493360632,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.4860374478657064,-48.340065076335364
-1.8174299433807424,-5.760858592896215,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.462393053999284,-48.340065076335364
-1.815897535495611,-5.742052578013222,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.420591511345324,-48.340065076335364
-1.8143864110533288,-5.725336120339517,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.3930182130891477,-48.340065076335364
-1.8128752866110467,-5.7107092198751,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.371294552233895,-48.340065076335364
-1.811364162168765,-5.6919032049921086,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.342072913224162,-48.340065076335364
-1.809810470840785,-5.675186747318404,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.3287932754984717,-48.340065076335364
-1.8082780629556536,-5.658470289644699,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.2823394222486124,-48.340065076335364
-1.8067456550705232,-5.641753831970994,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.2245413003967696,-48.340065076335364
-1.805234530628241,-5.627126931506576,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.1703850084794407,-48.340065076335364
-1.8037234061859586,-5.612500031042753,-1.1780035265743154,1.4568620799466296,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.137220387294893,2.227625092742816,-0.07591959279201685,2.101042981522116,-48.340065076335364
-1.802233565186526,-5.59160445894988,-1.114962295384263,1.4100303745126304,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.2473807677805295,2.227625092742816,0.03086577177997361,2.0386762202042967,-46.49054305224581
-1.8007224407442437,-5.5707088868576005,-1.114962295384263,1.4100303745126304,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.2473807677805295,2.227625092742816,0.03086577177997361,1.9814945342457784,-46.49054305224581
-1.7992325997448106,-5.549813314765321,-1.114962295384263,1.4100303745126304,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.2473807677805295,2.227625092742816,0.03086577177997361,1.902225027677436,-46.49054305224581
-1.797721475302529,-5.528917742673042,-1.114962295384263,1.4100303745126304,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.2473807677805295,2.227625092742816,0.03086577177997361,1.8257835103406084,-46.49054305224581
-1.7962103508602467,-5.505932613371475,-1.114962295384263,1.4100303745126304,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.2473807677805295,2.227625092742816,0.03086577177997361,1.7677796880765624,-46.49054305224581
-1.7947205098608143,-5.4850370412797895,-1.114962295384263,1.4100303745126304,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.2473807677805295,2.227625092742816,0.03086577177997361,1.7038319416104772,-46.49054305224581
-1.79325195230423,-5.466231026396797,-1.114962295384263,1.4100303745126304,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.2473807677805295,2.227625092742816,0.03086577177997361,1.6525124957845725,-46.49054305224581
-1.7917621113047968,-5.447425011513806,-1.114962295384263,1.4100303745126304,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.2473807677805295,2.227625092742816,0.03086577177997361,1.5777931974010881,-46.49054305224581
-1.7902722703053642,-5.436977225467369,-1.114962295384263,1.4100303745126304,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.2473807677805295,2.227625092742816,0.03086577177997361,1.52641063197337,-46.49054305224581
-1.788782429305931,-5.426529439421526,-1.114962295384263,1.4100303745126304,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.2473807677805295,2.227625092742816,0.03086577177997361,1.4703030633272174,-46.49054305224581
-1.7873138717493473,-5.401454752910672,-1.114962295384263,1.4100303745126304,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.2473807677805295,2.227625092742816,0.03086577177997361,1.4451531505087178,-46.49054305224581
-1.785845314192763,-5.374290509191125,-1.114962295384263,1.4100303745126304,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.2473807677805295,2.227625092742816,0.03086577177997361,1.4100083039198743,-46.49054305224581
-1.7843554731933307,-5.353394937098845,-1.114962295384263,1.4100303745126304,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.2473807677805295,2.227625092742816,0.03086577177997361,1.392570208947268,-46.49054305224581
-1.7828869156367464,-5.332499365006566,-1.114962295384263,1.4100303745126304,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.2473807677805295,2.227625092742816,0.03086577177997361,1.3850606494733049,-46.49054305224581
-1.7813970746373131,-5.309514235705,-1.114962295384263,1.4100303745126304,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.2473807677805295,2.227625092742816,0.03086577177997361,1.3815631366062409,-46.49054305224581
-1.7799285170807295,-5.286529106404027,-1.114962295384263,1.4100303745126304,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.2473807677805295,2.227625092742816,0.03086577177997361,1.3859237949235712,-46.49054305224581
-1.7784386760812962,-5.26354397710246,-1.114962295384263,1.4100303745126304,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.2473807677805295,2.227625092742816,0.03086577177997361,1.407310682045001,-46.49054305224581
-1.7769488350818639,-5.240558847800893,-1.114962295384263,1.4100303745126304,-0.8735354099518303,-0.8938004238324024,-1.3665398933805897,-1.91139736598972,-0.3580389703090748,2.2473807677805295,2.227625092742816,0.03086577177997361,1.4169253352380038,-46.49054305224581
-1.7754589940824306,-5.215484161290633,-1.114962295384263,1.4100303745126304,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.91139736598972,-0.47643287668066464,2.2473807677805295,2.1637561401107632,0.03086577177997361,1.4253808905775478,-25.186313609162355
-1.773969153082998,-5.184140803151917,-1.114962295384263,1.4100303745126304,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.91139736598972,-0.47643287668066464,2.2473807677805295,2.1637561401107632,0.03086577177997361,1.4222787427138035,-25.186313609162355
-1.7724367451978666,-5.152797445013795,-1.114962295384263,1.4100303745126304,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2473807677805295,2.1637561401107632,0.03086577177997361,1.4314779538145257,-25.273986309410333
-1.7709469041984336,-5.12354364408496,-1.114962295384263,1.4100303745126304,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2473807677805295,2.1637561401107632,0.03086577177997361,1.4189280507547744,-25.273986309410333
-1.76947834664185,-5.094289843155531,-1.114962295384263,1.4100303745126304,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2473807677805295,2.1637561401107632,0.03086577177997361,1.4238646201013534,-25.273986309410333
-1.7680523559709638,-5.058767370598835,-1.114962295384263,1.4100303745126304,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2473807677805295,2.1637561401107632,0.03086577177997361,1.4390654221309127,-25.273986309410333
-1.7666050818572292,-5.025334455251425,-1.114962295384263,1.4100303745126304,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2473807677805295,2.1637561401107632,0.03086577177997361,1.4371921266070296,-25.273986309410333
-1.7651790911863428,-4.991901539904016,-1.114962295384263,1.4100303745126304,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2473807677805295,2.1637561401107632,0.03086577177997361,1.4611850097552517,-25.273986309410333
-1.7637531005154574,-4.956379067347319,-1.114962295384263,1.4100303745126304,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2473807677805295,2.1637561401107632,0.03086577177997361,1.4739023280223138,-25.273986309410333
-1.7623058264017228,-4.920856594790622,-1.114962295384263,1.4100303745126304,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2473807677805295,2.1637561401107632,0.03086577177997361,1.4868202912573338,-25.273986309410333
-1.7609011191736854,-4.8853341222339255,-1.114962295384263,1.4100303745126304,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2473807677805295,2.1637561401107632,0.03086577177997361,1.5023893821679946,-25.273986309410333
-1.7594751285027999,-4.849811649677228,-1.114962295384263,1.4100303745126304,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2473807677805295,2.1637561401107632,0.03086577177997361,1.5159023065120525,-25.273986309410333
-1.7580491378319145,-4.812199619911245,-1.114962295384263,1.4100303745126304,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2473807677805295,2.1637561401107632,0.03086577177997361,1.5213822288161616,-25.273986309410333
-1.756644430603877,-4.768318918517992,-1.114962295384263,1.4100303745126304,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2473807677805295,2.1637561401107632,0.03086577177997361,1.5278808862772968,-25.273986309410333
-1.7552397233758406,-4.724438217124146,-1.114962295384263,1.4100303745126304,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2473807677805295,2.1637561401107632,0.03086577177997361,1.5303543444618883,-25.273986309410333
-1.753856299590653,-4.680557515730894,-1.114962295384263,1.4100303745126304,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2473807677805295,2.1637561401107632,0.03086577177997361,1.5253827126277848,-25.273986309410333
-1.7524303089197668,-4.6513037148014655,-1.114962295384263,1.4100303745126304,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2473807677805295,2.1637561401107632,0.03086577177997361,1.5395663674920042,-25.273986309410333
-1.7509830348060322,-4.6220499138726305,-1.114962295384263,1.4100303745126304,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2473807677805295,2.1637561401107632,0.03086577177997361,1.5373212833572718,-25.273986309410333
-1.749514477249448,-4.607423013408213,-1.114962295384263,1.4100303745126304,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2473807677805295,2.1637561401107632,0.03086577177997361,1.522838582406941,-25.273986309410333
-1.7480246362500154,-4.5990647845710635,-1.0434931777514442,1.3784089665813068,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2318634149996663,2.1637561401107632,0.21720516910255225,1.5364079586530663,-25.35426790649109
-1.746534795250582,-4.588616998525221,-1.0434931777514442,1.3784089665813068,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2318634149996663,2.1637561401107632,0.21720516910255225,1.5499837885100594,-25.35426790649109
-1.7450662376939978,-4.571900540851517,-1.0434931777514442,1.3784089665813068,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2318634149996663,2.1637561401107632,0.21720516910255225,1.5422987401036763,-25.35426790649109
-1.7435976801374145,-4.557273640386505,-1.0434931777514442,1.3784089665813068,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2318634149996663,2.1637561401107632,0.21720516910255225,1.5550325413367658,-25.35426790649109
-1.7421291225808302,-4.542646739922088,-1.0434931777514442,1.3784089665813068,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2318634149996663,2.1637561401107632,0.21720516910255225,1.56344876134715,-25.35426790649109
-1.7406605650242466,-4.52801983945767,-1.0434931777514442,1.3784089665813068,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2318634149996663,2.1637561401107632,0.21720516910255225,1.5493388023403047,-25.35426790649109
-1.7373616313826452,-4.496676481319549,-1.0434931777514442,1.3784089665813068,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2318634149996663,2.1637561401107632,0.21720516910255225,1.5401323944449277,-25.35426790649109
-1.735871790383212,-4.479960023645844,-1.0434931777514442,1.3784089665813068,-0.8734568517879894,-0.963072543980701,-1.3110068718999712,-1.8858634617502277,-0.47643287668066464,2.2318634149996663,2.1637561401107632,0.21720516910255225,1.5306216671351258,-25.35426790649109
