time,lat,lon,depth,MIT9313PCR_Chisholm,MIT9313PCR_Chisholm_std,TQPCR_MED4_MIT9312_MIT9211_NATL2A_SS120_MIT9313_Chisholm,TQPCR_MED4_MIT9312_MIT9211_NATL2A_SS120_MIT9313_Chisholm_std,MIT9312PCR_Chisholm,MIT9312PCR_Chisholm_std,MED4PCR_Chisholm,MED4PCR_Chisholm_std,NATL2APCR_Chisholm,NATL2APCR_Chisholm_std,SS120PCR_Chisholm,SS120PCR_Chisholm_std,sbact_Chisholm,sbact_Chisholm_std,temp_C_AMT13,temp_C_AMT13_std,Light_Quanta_m2_sec_AMT13,Light_Quanta_m2_sec_AMT13_std,chlA_AMT13,chlA_AMT13_std,nitrate_WOA_clim,nitrate_WOA_clim_std,phosphate_WOA_clim,phosphate_WOA_clim_std,silicate_WOA_clim,silicate_WOA_clim_std
2003-09-21T10:52:00.000Z,25.085,-20.744,26.419,1.0,,150984.62854175,,145103.4,,5877.954,,0.27454175,,1.0,,0.02226666666666667,,25.1093,,25.444978,,0.019956389,,0.026401029899716377,0.013596533816943935,0.05426926165819168,0.008907325501004473,0.31725452840328217,0.051084993894872095
2003-09-21T10:52:00.000Z,25.085,-20.744,44.641,1.0,,132855.064121,,126992.43,,5857.23775,,2.396371,,1.0,,0.0202,,25.058,,14.91872,,0.03007509,,0.04570177383720875,0.0012769362402247162,0.06203470937907696,0.000904505613358201,0.28818361461162567,0.035429715602894554
2003-09-21T10:52:00.000Z,25.085,-20.744,52.392,0.4582485,,126731.3990485,,101239.575,,25049.7275,,439.6383,,1.0,,0.0192,,22.1282,,11.456591,,0.040151595,,0.05689866282045841,0.01528737581714792,0.06603361293673515,0.00241928705644202,0.21123817563056946,0.025199706091784818
2003-09-21T10:52:00.000Z,25.085,-20.744,62.406,1.73786775,,122241.73386775,,97196.4575,,23824.395,,1217.1435,,1.0,,0.02066666666666667,,21.2189,,7.571941,,0.060013036,,0.08468203619122505,0.0034642444082847433,0.07474223524332047,0.003914620363116093,0.2653093785047531,0.009939807385687971
2003-09-21T10:52:00.000Z,25.085,-20.744,82.612,59.636675,,54326.55994,,41584.06,,7758.785,,4919.53975,,3.538515,,0.01806666666666667,,20.2255,,3.803097,,0.060981389,,0.3944423347711563,0.2848372320013849,0.061915719881653786,0.022175445805995456,0.3013550341129303,0.012580792133653358
2003-09-21T10:52:00.000Z,25.085,-20.744,102.824,3108.03,,8087.85134599999,,3149.59675,,125.271,,1695.043,,8.910596,,0.001,,19.687,,1.689254,,0.14066256,,1.8022733926773071,,0.08576536923646927,,0.6187349557876587,
2003-09-21T10:52:00.000Z,25.085,-20.744,153.009,106.361623,,128.95643945,,15.7565925,,1.71647135,,3.1217526,,1.0,,6.666666666666667e-05,,17.8134,,0.324736,,0.03000533,,4.846194744110107,,0.15655113756656647,,1.6554957628250122,
2003-09-21T10:52:00.000Z,25.085,-20.744,203.535,1.18127975,,33.46722695,,27.583275,,2.4225846,,0.2800876,,1.0,,0.0,,16.52,,0.085405,,0.02,,8.15394115447998,,0.2892451286315918,,1.9982777833938599,
2003-09-22T11:01:00.000Z,20.808,-20.582,7.89,1.509235675,,53093.370428175,,52932.5375,,71.3467725,,85.9769199999999,,1.0,,0.19886666666666672,,25.6455,,59.610324,,0.15940421,,0.48294922709465027,0.05688623363788134,0.11199397966265678,0.006285048685421859,0.36059632897377014,0.07225596703119758
2003-09-22T11:01:00.000Z,20.808,-20.582,17.296,1.906602,,62413.0867045,,62259.79,,62.856285,,86.5338175,,1.0,,0.20533333333333328,,25.6177,,25.015782,,0.20704806,,0.46698227524757385,0.02473139138455602,0.12271923571825027,0.005961892992820643,0.368309810757637,0.01981186371239468
2003-09-22T11:01:00.000Z,20.808,-20.582,27.28,0.01059117,,95577.8976761699,,95346.6825,,81.445885,,147.7587,,1.0,,0.2052,,25.621,,15.384708,,0.21493399,,0.911586731672287,0.4252688242923191,0.19034577161073685,0.053297629684709136,0.452216312289238,0.08024778922556054
